,CNH,CNY,Basis
11/24/2022, 7.17 , ¥7.15 ,-0.0186
11/25/2022, 7.20 , ¥7.16 ,-0.0315
11/28/2022, 7.25 , ¥7.21 ,-0.0397
11/29/2022, 7.14 , ¥7.16 ,0.0139
11/30/2022, 7.04 , ¥7.09 ,0.043
12/1/2022, 7.04 , ¥7.04 ,0.0047
12/2/2022, 7.02 , ¥7.02 ,0.0014
12/5/2022, 6.97 , ¥6.96 ,-0.0129
12/6/2022, 6.98 , ¥6.99 ,0.0126
12/7/2022, 6.96 , ¥6.97 ,0.0092
12/8/2022, 6.96 , ¥6.96 ,0.0048
12/9/2022, 6.97 , ¥6.96 ,-0.0162
12/12/2022, 6.99 , ¥6.98 ,-0.0115
12/13/2022, 6.96 , ¥6.94 ,-0.02
12/14/2022, 6.94 , ¥6.95 ,0.0066
12/15/2022, 6.99 , ¥6.97 ,-0.0185
12/16/2022, 6.98 , ¥6.97 ,-0.0061
12/19/2022, 6.99 , ¥6.98 ,-0.0088
12/20/2022, 6.96 , ¥6.96 ,0.0007
12/21/2022, 6.99 , ¥6.98 ,-0.0046
12/22/2022, 7.01 , ¥6.98 ,-0.0256
12/23/2022, 7.00 , ¥6.99 ,-0.0162
12/26/2022, 6.97 , ¥6.96 ,-0.0137
12/27/2022, 6.97 , ¥6.96 ,-0.0077
12/28/2022, 6.99 , ¥6.98 ,-0.0174
12/29/2022, 6.97 , ¥6.96 ,-0.01
12/30/2022, 6.92 , ¥6.90 ,-0.0257
1/2/2023, 6.93 , ¥6.90 ,-0.0294
1/3/2023, 6.92 , ¥6.91 ,-0.0098
1/4/2023, 6.90 , ¥6.89 ,-0.0114
1/5/2023, 6.89 , ¥6.88 ,-0.011
1/6/2023, 6.83 , ¥6.84 ,0.0067
1/9/2023, 6.78 , ¥6.77 ,-0.0117
1/10/2023, 6.78 , ¥6.78 ,-0.007
1/11/2023, 6.77 , ¥6.77 ,0.0043
1/12/2023, 6.73 , ¥6.74 ,0.0114
1/13/2023, 6.71 , ¥6.70 ,-0.0059
1/16/2023, 6.74 , ¥6.73 ,-0.0103
1/17/2023, 6.77 , ¥6.77 ,0.0036
1/18/2023, 6.77 , ¥6.75 ,-0.0232
1/19/2023, 6.77 , ¥6.77 ,0.0037
1/20/2023, 6.78 , ¥6.78 ,0.001
1/23/2023, 6.78 , ¥6.78 ,0.0073
1/24/2023, 6.78 , ¥6.78 ,-0.0002
1/25/2023, 6.77 , ¥6.78 ,0.0122
1/26/2023, 6.73 , ¥6.78 ,0.048
1/27/2023, 6.76 , ¥6.78 ,0.0269
1/28/2023, 6.76 , ¥6.78 ,0.0269
1/30/2023, 6.76 , ¥6.75 ,-0.0081
1/31/2023, 6.76 , ¥6.75 ,-0.0016
2/1/2023, 6.72 , ¥6.74 ,0.0222
2/2/2023, 6.74 , ¥6.73 ,-0.0096
2/3/2023, 6.81 , ¥6.77 ,-0.0328
2/6/2023, 6.80 , ¥6.79 ,-0.0085
2/7/2023, 6.78 , ¥6.79 ,0.0084
2/8/2023, 6.80 , ¥6.79 ,-0.0078
2/9/2023, 6.80 , ¥6.78 ,-0.0169
2/10/2023, 6.82 , ¥6.81 ,-0.0156
2/13/2023, 6.82 , ¥6.82 ,-0.0017
2/14/2023, 6.84 , ¥6.83 ,-0.0108
2/15/2023, 6.86 , ¥6.85 ,-0.0106
2/16/2023, 6.87 , ¥6.86 ,-0.009
2/17/2023, 6.87 , ¥6.87 ,-0.0053
2/20/2023, 6.86 , ¥6.85 ,-0.004
2/21/2023, 6.89 , ¥6.87 ,-0.0217
2/22/2023, 6.90 , ¥6.89 ,-0.0141
2/23/2023, 6.92 , ¥6.91 ,-0.0098
2/24/2023, 6.98 , ¥6.95 ,-0.0256
2/27/2023, 6.96 , ¥6.94 ,-0.0162
2/28/2023, 6.95 , ¥6.93 ,-0.0214
3/1/2023, 6.88 , ¥6.87 ,-0.0128
3/2/2023, 6.92 , ¥6.91 ,-0.0079
3/3/2023, 6.90 , ¥6.90 ,0.0086
3/6/2023, 6.95 , ¥6.93 ,-0.0203
3/7/2023, 6.99 , ¥6.96 ,-0.0332
3/8/2023, 6.97 , ¥6.95 ,-0.0178
3/9/2023, 6.98 , ¥6.96 ,-0.0134
3/10/2023, 6.94 , ¥6.90 ,-0.0356
3/13/2023, 6.85 , ¥6.85 ,-0.0062
3/14/2023, 6.88 , ¥6.87 ,-0.014
3/15/2023, 6.89 , ¥6.91 ,0.0138
3/16/2023, 6.89 , ¥6.90 ,0.0019
3/17/2023, 6.89 , ¥6.89 ,-0.0043
3/20/2023, 6.87 , ¥6.88 ,0.0042
3/21/2023, 6.88 , ¥6.88 ,0.0071
3/22/2023, 6.86 , ¥6.88 ,0.019
3/23/2023, 6.83 , ¥6.82 ,-0.01
3/24/2023, 6.87 , ¥6.87 ,-0.0013
3/27/2023, 6.88 , ¥6.88 ,0.0016
3/28/2023, 6.88 , ¥6.87 ,-0.0034
3/29/2023, 6.89 , ¥6.89 ,-0.0085
3/30/2023, 6.87 , ¥6.87 ,-0.0029
3/31/2023, 6.87 , ¥6.87 ,-0.0065
4/3/2023, 6.88 , ¥6.88 ,0.0013
4/4/2023, 6.88 , ¥6.88 ,-1E-04
4/5/2023, 6.88 , ¥6.88 ,-0.0052
4/6/2023, 6.88 , ¥6.88 ,-0.0071
4/7/2023, 6.88 , ¥6.87 ,-0.0086
4/10/2023, 6.89 , ¥6.88 ,-0.0095
4/11/2023, 6.89 , ¥6.89 ,-0.007
4/12/2023, 6.88 , ¥6.87 ,-0.0087
4/13/2023, 6.87 , ¥6.87 ,-0.0033
4/14/2023, 6.87 , ¥6.87 ,-0.0005
4/17/2023, 6.88 , ¥6.88 ,-0.0024
4/18/2023, 6.88 , ¥6.88 ,-0.0059
4/19/2023, 6.89 , ¥6.89 ,-0.0094
4/20/2023, 6.88 , ¥6.87 ,-0.0112
4/21/2023, 6.90 , ¥6.89 ,-0.0072
4/24/2023, 6.90 , ¥6.90 ,-0.0046
4/25/2023, 6.94 , ¥6.93 ,-0.0071
4/26/2023, 6.94 , ¥6.93 ,-0.0138
4/27/2023, 6.93 , ¥6.92 ,-0.0083
4/28/2023, 6.93 , ¥6.91 ,-0.0152
5/1/2023, 6.96 , ¥6.91 ,-0.0497
5/2/2023, 6.93 , ¥6.91 ,-0.0227
5/3/2023, 6.92 , ¥6.91 ,-0.01
5/4/2023, 6.92 , ¥6.91 ,-0.009
5/5/2023, 6.92 , ¥6.91 ,-0.0106
5/8/2023, 6.92 , ¥6.91 ,-0.0083
5/9/2023, 6.92 , ¥6.92 ,-0.0036
5/10/2023, 6.94 , ¥6.93 ,-0.0053
5/11/2023, 6.96 , ¥6.95 ,-0.0118
5/12/2023, 6.97 , ¥6.96 ,-0.0137
5/15/2023, 6.96 , ¥6.95 ,-0.0073
5/16/2023, 7.00 , ¥6.98 ,-0.0196
5/17/2023, 7.01 , ¥7.00 ,-0.0107
5/18/2023, 7.05 , ¥7.04 ,-0.0146
5/19/2023, 7.02 , ¥7.01 ,-0.018
5/22/2023, 7.05 , ¥7.04 ,-0.012
5/23/2023, 7.07 , ¥7.06 ,-0.01
5/24/2023, 7.06 , ¥7.06 ,-0.0038
5/25/2023, 7.09 , ¥7.08 ,-0.0126
5/26/2023, 7.07 , ¥7.06 ,-0.0088
5/29/2023, 7.09 , ¥7.07 ,-0.0131
5/30/2023, 7.09 , ¥7.08 ,-0.0115
5/31/2023, 7.12 , ¥7.11 ,-0.0072
6/1/2023, 7.10 , ¥7.09 ,-0.0102
6/2/2023, 7.11 , ¥7.08 ,-0.0265
6/5/2023, 7.12 , ¥7.10 ,-0.0171
6/6/2023, 7.13 , ¥7.12 ,-0.0092
6/7/2023, 7.15 , ¥7.13 ,-0.0187
6/8/2023, 7.12 , ¥7.11 ,-0.0075
6/9/2023, 7.14 , ¥7.13 ,-0.0161
6/12/2023, 7.15 , ¥7.14 ,-0.0112
6/13/2023, 7.17 , ¥7.17 ,-0.0083
6/14/2023, 7.18 , ¥7.16 ,-0.0139
6/15/2023, 7.12 , ¥7.12 ,-0.0004
6/16/2023, 7.13 , ¥7.13 ,-0.0019
6/19/2023, 7.16 , ¥7.16 ,-0.0021
6/20/2023, 7.18 , ¥7.18 ,-0.0002
6/21/2023, 7.18 , ¥7.18 ,0.0018
6/22/2023, 7.19 , ¥7.18 ,-0.0164
6/23/2023, 7.22 , ¥7.18 ,-0.0376
6/26/2023, 7.24 , ¥7.24 ,-0.0075
6/27/2023, 7.22 , ¥7.22 ,-0.0056
6/28/2023, 7.24 , ¥7.24 ,0.0014
6/29/2023, 7.27 , ¥7.25 ,-0.0159
6/30/2023, 7.27 , ¥7.25 ,-0.0163
7/3/2023, 7.25 , ¥7.24 ,-0.0143
7/4/2023, 7.23 , ¥7.21 ,-0.0154
7/5/2023, 7.26 , ¥7.25 ,-0.0144
7/6/2023, 7.25 , ¥7.25 ,-0.0043
7/7/2023, 7.23 , ¥7.22 ,-0.0119
7/10/2023, 7.23 , ¥7.23 ,0.0032
7/11/2023, 7.21 , ¥7.21 ,-0.0037
7/12/2023, 7.17 , ¥7.17 ,0.0003
7/13/2023, 7.15 , ¥7.15 ,0.0001
7/14/2023, 7.16 , ¥7.14 ,-0.0154
7/17/2023, 7.18 , ¥7.17 ,-0.0073
7/18/2023, 7.19 , ¥7.18 ,-0.0132
7/19/2023, 7.23 , ¥7.23 ,-0.0058
7/20/2023, 7.17 , ¥7.18 ,0.0022
7/21/2023, 7.19 , ¥7.19 ,-0.0012
7/24/2023, 7.18 , ¥7.19 ,0.0012
7/25/2023, 7.14 , ¥7.13 ,-0.0024
7/26/2023, 7.15 , ¥7.15 ,0.0003
7/27/2023, 7.17 , ¥7.17 ,0.003
7/28/2023, 7.15 , ¥7.15 ,-0.0027
7/31/2023, 7.14 , ¥7.14 ,-0.0021
8/1/2023, 7.18 , ¥7.18 ,-0.0068
8/2/2023, 7.20 , ¥7.19 ,-0.0122
8/3/2023, 7.18 , ¥7.17 ,-0.0162
8/4/2023, 7.19 , ¥7.17 ,-0.0162
8/7/2023, 7.20 , ¥7.19 ,-0.0097
8/8/2023, 7.24 , ¥7.22 ,-0.0213
8/9/2023, 7.23 , ¥7.21 ,-0.0173
8/10/2023, 7.24 , ¥7.22 ,-0.0252
8/11/2023, 7.26 , ¥7.24 ,-0.0235
8/14/2023, 7.28 , ¥7.26 ,-0.0206
8/15/2023, 7.32 , ¥7.28 ,-0.0412
8/16/2023, 7.34 , ¥7.30 ,-0.0371
8/17/2023, 7.30 , ¥7.29 ,-0.0117
8/18/2023, 7.31 , ¥7.28 ,-0.0268
8/21/2023, 7.29 , ¥7.29 ,-0.0007
8/22/2023, 7.30 , ¥7.29 ,-0.0114
8/23/2023, 7.29 , ¥7.28 ,-0.0085
8/24/2023, 7.28 , ¥7.28 ,-0.0016
8/25/2023, 7.29 , ¥7.29 ,-0.0049
8/28/2023, 7.29 , ¥7.29 ,-0.0029
8/29/2023, 7.28 , ¥7.28 ,-0.0036
8/30/2023, 7.30 , ¥7.28 ,-0.0183
8/31/2023, 7.27 , ¥7.26 ,-0.0164
9/1/2023, 7.27 , ¥7.26 ,-0.0063
9/4/2023, 7.28 , ¥7.27 ,-0.003
9/5/2023, 7.30 , ¥7.30 ,-0.0002
9/6/2023, 7.32 , ¥7.32 ,-0.0035
9/7/2023, 7.34 , ¥7.33 ,-0.0122
9/8/2023, 7.37 , ¥7.34 ,-0.022
9/11/2023, 7.30 , ¥7.29 ,-0.0133
9/12/2023, 7.30 , ¥7.29 ,-0.0097
9/13/2023, 7.27 , ¥7.27 ,-0.0009
9/14/2023, 7.29 , ¥7.28 ,-0.012
9/15/2023, 7.28 , ¥7.27 ,-0.0052
9/18/2023, 7.29 , ¥7.29 ,0.0014
9/19/2023, 7.30 , ¥7.30 ,-0.0066
9/20/2023, 7.31 , ¥7.29 ,-0.0189
9/21/2023, 7.31 , ¥7.31 ,-0.0076
9/22/2023, 7.30 , ¥7.30 ,-0.0007
9/25/2023, 7.32 , ¥7.31 ,-0.0049
9/26/2023, 7.31 , ¥7.31 ,0.0008
9/27/2023, 7.32 , ¥7.31 ,-0.0111
9/28/2023, 7.29 , ¥7.30 ,0.0076
9/29/2023, 7.30 , ¥7.30 ,0.0055
10/2/2023, 7.32 , ¥7.30 ,-0.0204
10/3/2023, 7.32 , ¥7.30 ,-0.0181
10/4/2023, 7.32 , ¥7.30 ,-0.0157
10/5/2023, 7.30 , ¥7.30 ,-0.0036
10/6/2023, 7.31 , ¥7.30 ,-0.0066
10/9/2023, 7.29 , ¥7.29 ,-0.0002
10/10/2023, 7.29 , ¥7.29 ,0.0093
10/11/2023, 7.30 , ¥7.30 ,-0.001
10/12/2023, 7.31 , ¥7.30 ,-0.0078
10/13/2023, 7.31 , ¥7.30 ,-0.0066
10/16/2023, 7.31 , ¥7.31 ,0.003
10/17/2023, 7.32 , ¥7.31 ,-0.0143
10/18/2023, 7.33 , ¥7.32 ,-0.0125
10/19/2023, 7.34 , ¥7.31 ,-0.023
10/20/2023, 7.33 , ¥7.32 ,-0.0105
10/23/2023, 7.31 , ¥7.32 ,0.0061
10/24/2023, 7.31 , ¥7.31 ,-0.0034
10/25/2023, 7.33 , ¥7.32 ,-0.0122
10/26/2023, 7.32 , ¥7.32 ,-0.0087
10/27/2023, 7.33 , ¥7.32 ,-0.0157
10/30/2023, 7.32 , ¥7.31 ,-0.0106
10/31/2023, 7.34 , ¥7.32 ,-0.026
11/1/2023, 7.33 , ¥7.32 ,-0.0171
11/2/2023, 7.33 , ¥7.32 ,-0.0112
11/3/2023, 7.29 , ¥7.30 ,0.0132
11/6/2023, 7.28 , ¥7.27 ,-0.0128
11/7/2023, 7.28 , ¥7.28 ,0.0013
11/8/2023, 7.29 , ¥7.28 ,-0.006
11/9/2023, 7.30 , ¥7.28 ,-0.0138
11/10/2023, 7.31 , ¥7.29 ,-0.0169
11/13/2023, 7.29 , ¥7.29 ,-0.0031
11/14/2023, 7.25 , ¥7.25 ,0.0015
11/15/2023, 7.26 , ¥7.25 ,-0.0106
11/16/2023, 7.25 , ¥7.24 ,-0.0031
11/17/2023, 7.22 , ¥7.21 ,-0.006
11/20/2023, 7.16 , ¥7.17 ,0.0033
11/21/2023, 7.14 , ¥7.14 ,-0.0071
11/22/2023, 7.16 , ¥7.16 ,-0.0099
11/23/2023, 7.15 , ¥7.15 ,-0.0033
11/24/2023, 7.15 , ¥7.15 ,0.0004
11/27/2023, 7.16 , ¥7.15 ,-0.0064
11/28/2023, 7.13 , ¥7.15 ,0.0143
11/29/2023, 7.14 , ¥7.13 ,-0.012
11/30/2023, 7.14 , ¥7.14 ,-0.0073
12/1/2023, 7.12 , ¥7.14 ,0.0158
12/4/2023, 7.15 , ¥7.14 ,-0.005
12/5/2023, 7.17 , ¥7.15 ,-0.0261
12/6/2023, 7.17 , ¥7.16 ,-0.014
12/7/2023, 7.16 , ¥7.15 ,-0.0129
12/8/2023, 7.19 , ¥7.16 ,-0.0209
12/11/2023, 7.19 , ¥7.18 ,-0.0174
12/12/2023, 7.19 , ¥7.18 ,-0.0178
12/13/2023, 7.14 , ¥7.17 ,0.036
12/14/2023, 7.12 , ¥7.11 ,-0.0151
12/15/2023, 7.13 , ¥7.12 ,-0.0166
12/18/2023, 7.14 , ¥7.13 ,-0.0086
12/19/2023, 7.12 , ¥7.13 ,0.0068
12/20/2023, 7.15 , ¥7.14 ,-0.0142
12/21/2023, 7.14 , ¥7.14 ,-0.0034
12/22/2023, 7.15 , ¥7.13 ,-0.0215
12/25/2023, 7.15 , ¥7.14 ,-0.0099
12/26/2023, 7.14 , ¥7.14 ,0.0023
12/27/2023, 7.15 , ¥7.14 ,-0.011
12/28/2023, 7.12 , ¥7.11 ,-0.0105
12/29/2023, 7.13 , ¥7.10 ,-0.0274
1/1/2024, 7.12 , ¥7.10 ,-0.0262
1/2/2024, 7.15 , ¥7.14 ,-0.0077
1/3/2024, 7.16 , ¥7.15 ,-0.014
1/4/2024, 7.18 , ¥7.16 ,-0.0176
1/5/2024, 7.17 , ¥7.14 ,-0.0262
1/8/2024, 7.16 , ¥7.15 ,-0.0071
1/9/2024, 7.18 , ¥7.17 ,-0.015
1/10/2024, 7.18 , ¥7.17 ,-0.0112
1/11/2024, 7.17 , ¥7.17 ,-0.0067
1/12/2024, 7.19 , ¥7.17 ,-0.0228
1/15/2024, 7.18 , ¥7.17 ,-0.0122
1/16/2024, 7.22 , ¥7.19 ,-0.0277
1/17/2024, 7.22 , ¥7.20 ,-0.0254
1/18/2024, 7.21 , ¥7.20 ,-0.0188
1/19/2024, 7.20 , ¥7.19 ,-0.0084
1/22/2024, 7.19 , ¥7.19 ,-0.0006
1/23/2024, 7.17 , ¥7.17 ,0.0061
1/24/2024, 7.16 , ¥7.15 ,-0.0092
1/25/2024, 7.18 , ¥7.17 ,-0.0109
1/26/2024, 7.19 , ¥7.18 ,-0.0105
1/29/2024, 7.19 , ¥7.18 ,-0.0067
1/30/2024, 7.19 , ¥7.18 ,-0.0115
1/31/2024, 7.18 , ¥7.17 ,-0.0176
2/1/2024, 7.19 , ¥7.18 ,-0.007
2/2/2024, 7.21 , ¥7.19 ,-0.0228
2/4/2024, 7.21 , ¥7.19 ,-0.0221
2/5/2024, 7.22 , ¥7.20 ,-0.0209
2/6/2024, 7.20 , ¥7.19 ,-0.0104
2/7/2024, 7.21 , ¥7.19 ,-0.0182
2/8/2024, 7.21 , ¥7.20 ,-0.0181
2/9/2024, 7.22 , ¥7.19 ,-0.0249
2/12/2024, 7.21 , ¥7.19 ,-0.0209
2/13/2024, 7.23 , ¥7.19 ,-0.0377
2/14/2024, 7.22 , ¥7.19 ,-0.0292
2/15/2024, 7.22 , ¥7.19 ,-0.024
2/16/2024, 7.21 , ¥7.19 ,-0.0186
2/19/2024, 7.21 , ¥7.20 ,-0.0133
2/20/2024, 7.20 , ¥7.19 ,-0.01
2/21/2024, 7.20 , ¥7.19 ,-0.0091
2/22/2024, 7.20 , ¥7.19 ,-0.0064
2/23/2024, 7.20 , ¥7.20 ,-0.0087
2/26/2024, 7.21 , ¥7.20 ,-0.0127
2/27/2024, 7.21 , ¥7.20 ,-0.0154
2/28/2024, 7.21 , ¥7.20 ,-0.0151
2/29/2024, 7.21 , ¥7.19 ,-0.0188
3/1/2024, 7.21 , ¥7.20 ,-0.0127
3/4/2024, 7.21 , ¥7.20 ,-0.0101
3/5/2024, 7.21 , ¥7.20 ,-0.0142
3/6/2024, 7.21 , ¥7.20 ,-0.0125
3/7/2024, 7.20 , ¥7.19 ,-0.0071
3/8/2024, 7.20 , ¥7.19 ,-0.0143
3/11/2024, 7.18 , ¥7.18 ,0.0026
3/12/2024, 7.19 , ¥7.18 ,-0.0065
3/13/2024, 7.19 , ¥7.19 ,-0.0067
3/14/2024, 7.20 , ¥7.19 ,-0.0087
3/15/2024, 7.21 , ¥7.20 ,-0.01
3/18/2024, 7.21 , ¥7.20 ,-0.0073
3/19/2024, 7.21 , ¥7.20 ,-0.0124
3/20/2024, 7.21 , ¥7.20 ,-0.0111
3/21/2024, 7.22 , ¥7.20 ,-0.0212
3/22/2024, 7.27 , ¥7.23 ,-0.0454
3/25/2024, 7.25 , ¥7.21 ,-0.0421
3/26/2024, 7.25 , ¥7.22 ,-0.0307
3/27/2024, 7.25 , ¥7.23 ,-0.0268
3/28/2024, 7.26 , ¥7.23 ,-0.0353
3/29/2024, 7.26 , ¥7.22 ,-0.0357
4/1/2024, 7.26 , ¥7.23 ,-0.0284
4/2/2024, 7.25 , ¥7.23 ,-0.0218
4/3/2024, 7.25 , ¥7.23 ,-0.0151
4/4/2024, 7.25 , ¥7.23 ,-0.0165
4/5/2024, 7.25 , ¥7.23 ,-0.0133
4/7/2024, 7.25 , ¥7.23 ,-0.0133
4/8/2024, 7.24 , ¥7.23 ,-0.0108
4/9/2024, 7.24 , ¥7.23 ,-0.006
4/10/2024, 7.26 , ¥7.23 ,-0.0284
4/11/2024, 7.25 , ¥7.24 ,-0.0171
4/12/2024, 7.27 , ¥7.24 ,-0.0287
4/15/2024, 7.26 , ¥7.24 ,-0.0208
4/16/2024, 7.26 , ¥7.24 ,-0.0255
4/17/2024, 7.24 , ¥7.24 ,-0.005
4/18/2024, 7.25 , ¥7.24 ,-0.0109
4/19/2024, 7.25 , ¥7.24 ,-0.0087
4/22/2024, 7.25 , ¥7.24 ,-0.0075
4/23/2024, 7.26 , ¥7.24 ,-0.0148
4/24/2024, 7.27 , ¥7.25 ,-0.0262
4/25/2024, 7.25 , ¥7.24 ,-0.0148
4/26/2024, 7.27 , ¥7.25 ,-0.0213
4/29/2024, 7.24 , ¥7.23 ,-0.0107
4/30/2024, 7.25 , ¥7.24 ,-0.014
5/1/2024, 7.23 , ¥7.24 ,0.0073
5/2/2024, 7.21 , ¥7.24 ,0.0351
5/3/2024, 7.19 , ¥7.24 ,0.0481
5/6/2024, 7.21 , ¥7.21 ,-0.0059
5/7/2024, 7.22 , ¥7.22 ,-0.0062
5/8/2024, 7.23 , ¥7.22 ,-0.0046
5/9/2024, 7.22 , ¥7.22 ,-0.0016
5/10/2024, 7.23 , ¥7.23 ,-0.007
5/13/2024, 7.24 , ¥7.23 ,-0.0064
5/14/2024, 7.24 , ¥7.23 ,-0.0056
5/15/2024, 7.22 , ¥7.22 ,0.0011
5/16/2024, 7.22 , ¥7.22 ,-0.0041
5/17/2024, 7.23 , ¥7.22 ,-0.0097
5/20/2024, 7.25 , ¥7.23 ,-0.0125
5/21/2024, 7.25 , ¥7.24 ,-0.0086
5/22/2024, 7.25 , ¥7.24 ,-0.0123
5/23/2024, 7.26 , ¥7.24 ,-0.0158
5/24/2024, 7.26 , ¥7.24 ,-0.0195
5/27/2024, 7.26 , ¥7.24 ,-0.0131
5/28/2024, 7.26 , ¥7.24 ,-0.0184
5/29/2024, 7.27 , ¥7.25 ,-0.0236
5/30/2024, 7.25 , ¥7.23 ,-0.0197
5/31/2024, 7.26 , ¥7.24 ,-0.0204
6/3/2024, 7.25 , ¥7.24 ,-0.0091
6/4/2024, 7.25 , ¥7.24 ,-0.0073
6/5/2024, 7.26 , ¥7.25 ,-0.0103
6/6/2024, 7.26 , ¥7.24 ,-0.0148
6/7/2024, 7.26 , ¥7.25 ,-0.015
6/10/2024, 7.27 , ¥7.25 ,-0.0176
6/11/2024, 7.27 , ¥7.25 ,-0.0165
6/12/2024, 7.26 , ¥7.24 ,-0.0242
6/13/2024, 7.27 , ¥7.25 ,-0.018
6/14/2024, 7.27 , ¥7.26 ,-0.0134
6/17/2024, 7.27 , ¥7.26 ,-0.013
6/18/2024, 7.27 , ¥7.25 ,-0.0157
6/19/2024, 7.28 , ¥7.26 ,-0.0234
6/20/2024, 7.29 , ¥7.26 ,-0.0299
6/21/2024, 7.29 , ¥7.26 ,-0.0286
6/24/2024, 7.28 , ¥7.26 ,-0.0238
6/25/2024, 7.29 , ¥7.26 ,-0.0255
6/26/2024, 7.30 , ¥7.27 ,-0.0329
6/27/2024, 7.30 , ¥7.27 ,-0.0339
6/28/2024, 7.30 , ¥7.27 ,-0.0321
7/1/2024, 7.30 , ¥7.27 ,-0.0358
7/2/2024, 7.31 , ¥7.27 ,-0.0357
7/3/2024, 7.30 , ¥7.27 ,-0.0316
7/4/2024, 7.29 , ¥7.27 ,-0.0251
7/5/2024, 7.29 , ¥7.27 ,-0.0195
7/8/2024, 7.29 , ¥7.27 ,-0.0169
7/9/2024, 7.29 , ¥7.27 ,-0.0158
7/10/2024, 7.29 , ¥7.28 ,-0.0149
7/11/2024, 7.27 , ¥7.26 ,-0.0091
7/12/2024, 7.27 , ¥7.25 ,-0.0209
7/15/2024, 7.27 , ¥7.26 ,-0.0146
7/16/2024, 7.29 , ¥7.27 ,-0.0185
7/17/2024, 7.27 , ¥7.26 ,-0.0107
7/18/2024, 7.28 , ¥7.26 ,-0.0162
7/19/2024, 7.28 , ¥7.27 ,-0.0144
7/22/2024, 7.30 , ¥7.27 ,-0.022
